connections,min_ms,avg_ms,max_ms,stddev_ms
1524,6.35,6.58,6.92,0.14
1525,6.31,6.51,6.82,0.11
1526,6.32,6.59,6.97,0.17
1527,6.14,6.52,6.95,0.17
1528,6.37,6.60,6.90,0.15
1529,6.37,6.59,6.92,0.14
1530,6.37,6.64,7.20,0.22
1531,6.38,6.61,7.16,0.21
1532,6.36,6.61,6.88,0.14
1533,6.40,6.64,7.02,0.18
1534,6.40,6.57,6.96,0.15
1535,6.23,6.59,6.97,0.18
1536,6.39,6.58,7.02,0.15
1537,6.31,6.59,7.29,0.21
1538,6.38,6.59,6.92,0.15
1539,6.35,6.62,7.22,0.20
1540,6.43,6.64,7.00,0.13
1541,6.41,6.65,7.16,0.18
1542,6.43,6.72,7.10,0.18
1543,6.39,6.59,7.24,0.19
1544,6.49,6.64,6.98,0.14
1545,6.40,6.70,6.97,0.14
1546,6.49,6.67,6.98,0.12
1547,6.43,6.59,6.93,0.13
1548,6.42,6.70,7.16,0.16
1549,6.47,6.67,6.94,0.14
1550,6.48,6.75,7.03,0.16
1551,6.38,6.63,7.10,0.17
1552,6.48,6.65,7.07,0.14
1553,6.47,6.70,6.95,0.13
1554,6.48,6.75,7.09,0.20
1555,6.46,6.62,6.88,0.12
1556,6.54,6.78,7.10,0.17
1557,6.49,6.76,7.13,0.16
1558,6.50,6.71,7.15,0.15
1559,6.49,6.74,7.27,0.19
1560,6.35,6.79,7.40,0.24
1561,6.51,6.78,7.10,0.14
1562,6.38,6.74,7.35,0.20
1563,6.59,6.78,7.06,0.15
1564,6.54,6.76,7.19,0.19
1565,6.53,6.72,7.00,0.12
1566,6.53,6.74,7.16,0.16
1567,6.53,6.77,7.14,0.18
1568,6.52,6.79,7.49,0.26
1569,6.61,6.80,7.10,0.14
1570,6.57,6.84,7.42,0.21
1571,6.59,6.75,7.03,0.14
1572,6.54,6.80,7.09,0.15
1573,6.45,6.76,7.12,0.17
1574,6.59,6.77,7.13,0.15
1575,6.50,6.72,6.97,0.11
1576,6.62,6.78,6.99,0.12
1577,6.59,6.82,7.66,0.27
1578,6.66,6.84,7.10,0.14
1579,6.62,6.81,7.23,0.16
1580,6.55,6.82,7.16,0.15
1581,6.62,6.88,7.43,0.20
1582,6.51,6.82,7.16,0.16
1583,6.58,6.84,7.13,0.16
1584,6.60,6.85,7.19,0.16
1585,6.58,6.82,7.48,0.24
1586,6.67,6.87,7.45,0.21
1587,6.57,6.80,7.32,0.18
1588,6.68,6.93,7.61,0.22
1589,6.68,6.92,7.26,0.14
1590,6.63,6.88,7.33,0.20
1591,6.56,6.82,7.14,0.17
1592,6.66,6.81,7.02,0.10
1593,6.65,6.86,7.23,0.17
1594,6.65,6.91,7.44,0.21
1595,6.70,6.85,7.40,0.18
1596,6.69,6.85,7.12,0.11
1597,6.32,6.85,7.34,0.20
1598,6.38,6.71,6.94,0.14
1599,6.48,6.78,7.16,0.20
1600,6.51,6.74,7.16,0.18
1601,6.40,6.77,7.08,0.18
1602,6.52,6.80,7.12,0.16
1603,6.72,6.94,7.40,0.18
1604,6.70,6.93,7.30,0.17
1605,6.65,6.92,7.20,0.14
1606,6.66,6.88,7.31,0.14
1607,6.71,6.88,7.19,0.13
1608,6.67,6.92,7.47,0.17
1609,6.76,6.90,7.38,0.17
1610,6.72,6.90,7.20,0.14
1611,6.74,6.95,7.33,0.16
1612,6.69,6.95,7.65,0.24
1613,6.74,7.00,7.49,0.20
1614,6.68,6.90,7.33,0.17
1615,6.66,7.07,7.52,0.25
1616,6.76,7.02,7.48,0.20
1617,6.68,7.01,7.55,0.21
1618,6.74,7.00,7.33,0.18
1619,6.70,7.03,7.50,0.18
1620,6.65,7.02,7.63,0.21
1621,6.71,6.98,7.28,0.13
1622,6.73,6.99,7.39,0.18
1623,6.76,6.98,7.36,0.14
1624,6.85,7.03,7.60,0.21
1625,6.75,6.92,7.27,0.13
1626,6.77,7.01,7.45,0.18
1627,6.78,6.99,7.32,0.16
1628,6.75,7.10,7.44,0.18
1629,6.77,7.04,7.43,0.20
1630,6.79,7.04,7.36,0.18
1631,6.76,7.01,7.53,0.22
1632,6.83,7.06,7.56,0.20
1633,6.70,6.99,7.33,0.14
1634,6.79,7.09,7.41,0.15
1635,6.82,7.04,7.34,0.17
1636,6.76,7.07,7.59,0.21
1637,6.84,7.06,7.40,0.16
1638,6.87,16.07,91.45,25.24
1639,7.46,11.19,21.68,4.00
1640,6.93,8.14,10.64,0.87
1641,7.23,7.97,12.81,1.30
1642,7.17,7.40,7.89,0.24
1643,7.11,7.34,7.98,0.26
1644,6.98,7.28,7.71,0.21
1645,6.97,7.30,8.00,0.27
1646,7.05,7.28,7.53,0.14
1647,7.08,7.27,7.72,0.20
1648,6.83,7.16,7.63,0.22
1649,6.95,7.19,7.56,0.17
1650,6.94,7.20,7.75,0.19
1651,6.96,7.19,7.55,0.16
1652,6.89,7.23,7.79,0.26
1653,6.48,7.28,7.86,0.44
1654,7.05,7.29,7.66,0.17
1655,6.87,7.21,7.88,0.27
1656,6.95,7.19,7.67,0.18
1657,6.88,7.21,7.52,0.17
1658,7.00,7.30,7.99,0.25
1659,6.95,7.22,7.71,0.22
1660,6.70,7.24,7.64,0.23
1661,6.86,7.06,7.19,0.09
1662,7.05,7.38,7.64,0.15
1663,7.09,7.36,7.67,0.18
1664,7.04,7.31,7.72,0.18
1665,7.16,7.37,7.70,0.16
1666,7.06,7.29,7.64,0.16
1667,7.22,7.52,8.10,0.21
1668,7.21,7.53,8.01,0.24
1669,7.09,7.25,7.77,0.17
1670,7.03,7.34,7.78,0.20
1671,7.18,7.35,7.76,0.16
1672,7.08,7.34,8.27,0.31
1673,7.05,7.33,7.92,0.28
1674,7.11,7.32,8.05,0.20
1675,7.15,7.35,7.70,0.14
1676,7.07,7.29,7.66,0.15
1677,6.97,7.44,8.53,0.35
1678,7.05,7.21,7.54,0.12
1679,7.11,7.31,7.62,0.15
1680,6.66,7.13,7.61,0.27
1681,7.04,7.30,8.17,0.24
1682,7.10,7.37,9.08,0.43
1683,7.01,7.29,7.71,0.19
1684,7.12,7.35,8.14,0.25
1685,7.02,7.29,7.69,0.16
1686,7.07,7.37,8.26,0.29
1687,7.05,7.27,7.57,0.14
1688,7.08,7.31,7.60,0.15
1689,7.01,7.24,7.64,0.15
1690,6.96,7.24,7.56,0.17
1691,6.89,7.35,7.75,0.20
1692,7.01,7.28,7.56,0.16
1693,7.07,7.31,7.83,0.17
1694,7.08,7.31,7.72,0.16
1695,7.12,7.37,7.95,0.21
1696,7.12,7.48,8.63,0.35
1697,6.68,7.31,7.68,0.22
1698,7.17,7.37,7.96,0.20
1699,7.13,7.36,7.93,0.21
1700,7.12,7.37,7.83,0.19
1701,7.11,7.35,7.61,0.14
1702,7.23,7.38,7.71,0.12
1703,7.14,7.29,7.72,0.16
1704,7.10,7.39,7.73,0.17
1705,7.05,7.36,7.87,0.21
1706,7.07,7.39,7.71,0.16
1707,7.08,7.43,7.79,0.19
1708,6.92,7.26,7.78,0.24
1709,7.21,7.37,7.70,0.12
1710,7.15,7.40,8.13,0.22
1711,6.72,7.34,7.88,0.27
1712,7.21,7.43,7.92,0.19
1713,7.13,7.45,7.87,0.19
1714,7.24,7.43,7.83,0.15
1715,7.21,7.44,7.75,0.15
1716,7.22,7.48,7.92,0.21
1717,7.17,7.40,7.79,0.15
1718,7.26,7.44,7.79,0.15
1719,7.15,7.44,7.94,0.20
1720,7.21,7.43,7.80,0.15
1721,7.22,7.41,7.68,0.13
1722,7.11,7.41,7.66,0.13
1723,7.25,7.41,7.79,0.14
1724,7.23,7.61,8.67,0.46
1725,7.19,7.56,8.80,0.35
1726,7.16,7.47,7.86,0.16
1727,7.17,7.42,7.69,0.11
1728,7.24,7.43,7.75,0.12
1729,7.26,7.47,7.70,0.13
1730,7.28,7.45,7.77,0.12
1731,7.27,7.56,8.13,0.21
1732,7.31,7.49,7.92,0.16
1733,6.96,7.36,7.77,0.23
1734,7.12,7.51,7.86,0.20
1735,7.25,7.48,7.87,0.15
1736,7.10,7.47,7.85,0.20
1737,7.25,7.57,7.93,0.19
1738,7.50,7.71,8.40,0.24
1739,7.30,7.56,8.18,0.25
1740,6.83,7.63,9.15,0.53
1741,7.31,7.54,7.94,0.16
1742,7.12,7.44,7.78,0.15
1743,7.25,7.60,8.27,0.23
1744,7.20,7.45,7.98,0.17
1745,7.33,7.57,8.07,0.20
1746,7.29,7.55,7.97,0.16
1747,7.32,7.57,8.03,0.18
1748,7.13,7.58,7.91,0.23
1749,7.22,7.53,8.11,0.22
1750,7.37,7.57,8.01,0.17
1751,7.39,7.62,8.31,0.20
1752,7.34,7.66,8.09,0.22
1753,7.35,7.61,7.85,0.16
1754,7.28,7.58,8.15,0.25
1755,7.31,7.63,9.23,0.40
1756,7.34,7.55,8.01,0.17
1757,7.42,7.61,7.88,0.13
1758,7.39,7.63,7.98,0.15
1759,7.40,7.63,7.96,0.16
1760,7.37,7.58,8.08,0.17
1761,7.29,7.55,8.03,0.21
1762,7.35,7.63,8.20,0.19
1763,7.44,7.57,7.92,0.13
1764,7.40,7.65,8.14,0.18
1765,7.41,7.61,7.90,0.17
1766,7.54,7.72,8.28,0.22
1767,7.41,7.65,8.01,0.19
1768,7.41,7.59,7.92,0.12
1769,7.06,7.75,8.95,0.35
1770,7.35,7.67,8.01,0.18
1771,7.34,7.62,7.97,0.15
1772,7.29,7.57,7.85,0.15
1773,7.51,7.69,8.09,0.14
1774,7.29,7.58,8.06,0.23
1775,7.52,7.65,7.92,0.11
1776,7.50,7.68,8.03,0.14
1777,7.50,7.70,8.07,0.17
1778,7.47,7.75,7.96,0.15
1779,7.49,7.76,8.13,0.19
1780,7.49,7.85,9.54,0.52
1781,7.47,7.69,8.05,0.13
1782,7.41,7.71,8.04,0.18
1783,7.52,7.71,8.06,0.16
1784,7.54,7.73,8.22,0.19
1785,7.51,7.72,8.04,0.15
1786,7.13,7.67,8.33,0.27
1787,7.31,7.63,8.25,0.25
1788,7.40,7.70,8.03,0.17
1789,7.55,7.69,8.07,0.14
1790,7.40,7.74,7.98,0.14
1791,7.52,7.78,8.20,0.21
1792,7.30,7.74,8.42,0.25
1793,7.54,7.80,8.34,0.22
1794,7.43,7.69,8.56,0.25
1795,7.43,7.79,8.40,0.21
1796,7.53,7.79,8.11,0.18
1797,7.56,7.75,8.02,0.12
1798,7.43,7.77,8.42,0.26
1799,7.50,7.76,8.08,0.15
1800,7.52,7.78,8.14,0.18
1801,7.58,7.84,8.29,0.20
1802,7.58,7.82,8.48,0.22
1803,7.34,7.75,8.11,0.20
1804,7.62,7.90,8.53,0.20
1805,7.56,7.81,8.45,0.25
1806,7.48,7.71,8.01,0.14
1807,7.58,8.04,8.82,0.29
1808,7.72,8.05,8.62,0.24
1809,7.67,7.89,8.31,0.16
1810,7.59,7.81,8.30,0.19
1811,7.34,7.71,8.38,0.27
1812,7.39,7.60,8.22,0.21
1813,7.43,8.37,9.25,0.44
1814,7.65,8.33,8.97,0.54
1815,7.67,7.91,8.56,0.25
1816,7.64,7.82,8.14,0.15
1817,7.67,7.87,8.34,0.15
1818,7.59,7.84,8.23,0.18
1819,7.49,7.89,8.84,0.32
1820,7.67,7.97,8.70,0.29
1821,8.19,8.81,9.04,0.22
1822,7.69,8.16,9.24,0.51
1823,7.53,7.84,8.34,0.25
1824,7.67,7.86,8.36,0.19
1825,7.65,7.87,8.28,0.17
1826,7.53,7.83,8.17,0.19
1827,7.65,7.86,8.34,0.16
1828,7.53,7.84,8.83,0.27
1829,7.52,7.83,8.23,0.15
1830,7.58,7.82,8.24,0.17
1831,7.73,7.94,8.43,0.17
1832,7.71,7.91,8.30,0.16
1833,7.68,7.97,8.79,0.24
1834,6.45,7.97,12.02,1.08
1835,7.71,7.94,8.25,0.14
1836,7.65,7.90,8.29,0.16
1837,7.55,7.99,8.33,0.20
1838,7.67,7.95,9.10,0.39
1839,7.53,7.85,8.35,0.21
1840,7.72,7.99,8.28,0.14
1841,7.69,7.94,8.58,0.22
1842,7.72,8.01,9.27,0.32
1843,7.70,8.00,8.40,0.19
1844,7.72,7.99,8.41,0.19
1845,7.66,7.95,8.41,0.19
1846,7.76,7.99,8.43,0.19
1847,7.72,7.88,8.21,0.13
1848,7.80,8.05,8.80,0.25
1849,7.70,7.99,8.23,0.16
1850,7.76,8.00,8.43,0.17
1851,7.52,7.89,8.45,0.23
1852,7.69,7.98,8.51,0.22
1853,7.67,8.02,8.37,0.20
1854,7.80,7.99,8.27,0.13
1855,7.83,8.10,8.56,0.22
1856,7.86,8.02,8.36,0.14
1857,7.58,7.92,8.29,0.19
1858,7.80,8.01,8.29,0.15
1859,7.80,8.00,8.42,0.16
1860,7.75,8.02,8.41,0.17
1861,7.72,8.05,8.81,0.26
1862,7.81,8.10,8.49,0.16
1863,7.77,8.04,8.47,0.18
1864,7.62,8.05,8.92,0.31
1865,7.78,8.05,8.52,0.16
1866,7.81,8.05,8.62,0.21
1867,7.80,8.06,8.47,0.17
1868,7.88,8.21,8.76,0.23
1869,7.79,8.09,8.61,0.20
1870,7.85,8.12,8.51,0.19
1871,7.64,8.16,9.28,0.35
1872,7.72,8.06,8.55,0.20
1873,7.59,8.09,8.52,0.27
1874,8.11,8.42,8.94,0.25
1875,7.98,8.37,9.08,0.33
1876,7.75,8.14,8.94,0.31
1877,7.88,8.21,8.90,0.27
1878,7.90,8.09,8.40,0.13
1879,7.94,8.08,8.28,0.10
1880,7.93,8.13,8.74,0.19
1881,7.95,8.12,8.90,0.24
1882,7.90,8.17,8.51,0.17
1883,7.93,8.17,8.48,0.14
1884,7.95,8.17,8.49,0.18
1885,7.98,8.15,8.54,0.14
1886,7.49,8.17,9.12,0.39
1887,7.77,8.21,8.70,0.24
1888,7.90,8.15,8.65,0.20
1889,7.87,8.07,8.42,0.16
1890,7.92,8.18,8.68,0.23
1891,7.96,8.13,8.53,0.15
1892,7.93,8.19,8.60,0.18
1893,8.01,8.20,8.49,0.14
1894,7.86,8.13,8.40,0.14
1895,7.97,8.19,8.69,0.19
1896,7.99,8.21,8.66,0.18
1897,7.93,8.19,8.56,0.18
1898,7.92,8.14,8.65,0.18
1899,7.92,8.18,8.56,0.14
1900,7.67,8.17,8.94,0.24
1901,7.53,8.13,8.54,0.23
1902,8.04,8.25,8.66,0.16
1903,7.75,8.30,9.07,0.29
1904,8.02,8.23,8.65,0.17
1905,8.05,8.26,8.65,0.16
1906,8.07,8.29,9.17,0.27
1907,8.01,8.27,8.58,0.16
1908,8.03,8.21,8.50,0.12
1909,8.00,8.26,8.71,0.19
1910,7.97,8.25,9.11,0.27
1911,8.00,8.30,8.71,0.21
1912,8.06,8.34,8.84,0.25
1913,7.78,8.19,9.00,0.27
1914,8.07,8.34,8.90,0.27
1915,7.65,8.28,8.89,0.27
1916,7.53,8.20,8.45,0.18
1917,8.04,8.32,9.04,0.25
1918,7.96,8.31,8.75,0.21
1919,7.85,8.15,8.45,0.18
1920,8.05,8.28,8.84,0.18
1921,8.10,8.28,8.90,0.20
1922,7.96,8.25,8.78,0.23
1923,8.07,8.27,8.56,0.14
1924,8.12,8.43,9.09,0.27
1925,7.82,8.19,8.69,0.24
1926,7.90,8.25,8.80,0.21
1927,8.10,8.26,8.48,0.11
1928,8.14,8.36,8.76,0.17
1929,8.11,8.50,8.86,0.20
1930,7.65,8.39,10.71,0.61
1931,8.07,8.33,8.84,0.22
1932,8.11,8.33,8.76,0.17
1933,8.10,8.39,8.76,0.17
1934,8.11,8.36,8.68,0.14
1935,7.90,8.46,8.81,0.21
1936,7.86,8.38,8.69,0.20
1937,7.84,8.35,9.37,0.35
1938,7.96,8.41,8.70,0.24
1939,8.17,8.59,9.62,0.34
1940,8.13,8.51,9.36,0.36
1941,8.16,8.41,8.90,0.23
1942,8.17,8.43,9.36,0.30
1943,8.14,8.49,9.62,0.39
1944,8.04,8.43,9.46,0.33
1945,8.23,8.41,8.73,0.13
1946,8.10,8.41,8.78,0.18
1947,8.19,8.35,8.84,0.16
1948,8.18,8.37,8.80,0.18
1949,8.16,8.37,8.71,0.16
1950,8.18,8.44,8.82,0.16
1951,8.23,8.46,8.84,0.16
1952,8.27,8.45,8.85,0.16
1953,8.24,8.47,8.75,0.16
1954,8.23,8.45,9.18,0.22
1955,8.25,8.43,8.59,0.10
1956,8.16,8.48,8.90,0.22
1957,8.27,8.53,8.99,0.22
1958,8.26,8.51,9.36,0.29
1959,8.02,8.42,8.84,0.24
1960,8.22,8.44,9.10,0.22
1961,7.89,8.36,9.40,0.33
1962,8.27,8.54,8.86,0.18
1963,8.26,8.44,8.87,0.17
1964,8.32,8.50,8.81,0.16
1965,8.28,8.54,8.86,0.17
1966,8.17,8.54,8.97,0.23
1967,8.35,8.52,8.82,0.10
1968,8.25,8.55,9.28,0.26
1969,8.25,8.44,9.02,0.20
1970,8.19,8.56,8.97,0.21
1971,8.29,8.51,8.88,0.14
1972,8.32,8.56,9.03,0.23
1973,8.03,8.48,9.02,0.26
1974,8.09,8.49,8.77,0.16
1975,8.31,8.54,9.45,0.29
1976,8.34,8.55,8.96,0.16
1977,8.23,8.60,9.16,0.24
1978,8.22,8.50,8.81,0.16
1979,8.28,8.52,9.15,0.20
1980,8.21,8.62,9.66,0.35
1981,8.36,8.54,9.04,0.19
1982,8.32,8.57,9.09,0.23
1983,8.42,8.62,9.03,0.17
1984,8.37,8.64,9.55,0.34
1985,8.11,8.35,8.74,0.17
1986,8.20,8.52,8.75,0.11
1987,8.42,8.69,9.08,0.19
1988,8.10,8.47,9.37,0.32
1989,8.36,8.58,9.03,0.19
1990,8.35,8.56,8.95,0.15
1991,8.44,8.67,9.05,0.20
1992,8.40,8.64,9.22,0.25
1993,8.23,8.56,9.01,0.20
1994,8.20,8.47,8.72,0.14
1995,8.37,8.60,9.17,0.22
1996,7.95,8.50,8.83,0.18
1997,7.91,8.62,9.04,0.23
1998,8.38,8.62,9.21,0.22
1999,8.43,8.70,9.28,0.19
2000,8.20,8.64,9.37,0.32
2001,8.73,9.04,9.99,0.37
2002,8.48,8.91,9.29,0.23
2003,8.39,8.69,9.16,0.21
2004,8.30,8.58,8.98,0.16
2005,8.34,8.61,9.28,0.23
2006,8.38,8.70,9.39,0.22
2007,8.39,8.75,9.08,0.19
2008,8.35,8.58,9.07,0.18
2009,8.37,8.61,8.95,0.16
2010,8.50,8.77,9.51,0.28
2011,8.46,8.70,9.09,0.18
2012,8.40,8.68,9.12,0.20
2013,8.46,8.73,9.35,0.23
2014,8.46,8.67,9.12,0.19
2015,8.38,8.74,9.20,0.21
2016,8.38,8.65,8.94,0.13
2017,8.50,8.79,9.09,0.16
2018,8.33,8.77,9.41,0.27
2019,8.39,8.72,9.04,0.15
2020,8.49,8.71,8.98,0.15
2021,8.51,8.72,9.21,0.21
2022,8.51,8.74,9.12,0.18
2023,8.49,8.77,9.04,0.17
2024,8.51,8.79,9.28,0.23
2025,8.60,8.75,9.17,0.16
2026,8.49,8.71,8.93,0.13
2027,8.53,8.85,9.65,0.23
2028,8.46,8.76,9.25,0.21
2029,8.52,8.81,9.04,0.14
2030,8.43,8.76,9.27,0.20
2031,8.41,8.74,9.29,0.23
2032,8.53,8.78,9.56,0.24
2033,8.49,8.80,9.27,0.21
2034,8.63,8.83,9.09,0.15
2035,8.49,8.73,9.18,0.18
2036,8.52,8.82,9.33,0.20
2037,8.61,8.78,9.08,0.13
2038,8.54,8.80,9.21,0.19
2039,8.49,8.86,9.69,0.31
2040,8.62,8.83,9.33,0.21
2041,8.57,8.88,9.95,0.36
2042,8.26,8.84,9.29,0.26
2043,8.34,8.79,9.12,0.19
2044,8.57,8.84,9.49,0.25
2045,8.60,8.88,9.25,0.21
2046,8.64,8.84,9.23,0.17
2047,8.58,8.84,9.39,0.24
2048,8.47,8.86,9.26,0.21
2049,8.67,8.91,9.54,0.23
2050,8.64,8.87,9.42,0.20
2051,8.66,8.90,9.46,0.20
2052,8.65,8.93,9.35,0.21
2053,8.70,8.86,9.50,0.22
2054,8.36,8.85,9.34,0.25
2055,8.70,8.88,9.33,0.19
2056,8.60,8.87,9.44,0.23
2057,8.64,8.88,9.35,0.18
2058,8.62,8.91,9.71,0.26
2059,8.70,8.93,9.40,0.19
2060,8.66,8.89,9.28,0.18
2061,8.44,8.82,9.22,0.20
2062,8.74,9.18,9.76,0.26
2063,8.80,9.20,9.91,0.38
2064,8.76,8.91,9.06,0.10
2065,8.50,8.86,9.38,0.24
2066,8.77,9.00,9.46,0.23
2067,8.62,9.02,9.54,0.25
2068,8.69,8.94,9.46,0.17
2069,8.78,9.02,9.52,0.21
2070,8.80,8.99,9.42,0.18
2071,8.66,8.95,9.53,0.23
2072,8.67,8.95,9.30,0.13
2073,8.76,8.97,9.32,0.16
2074,8.75,9.02,9.58,0.20
2075,8.78,8.99,9.42,0.15
2076,8.68,8.95,9.48,0.21
2077,8.80,9.04,9.37,0.16
2078,8.64,9.29,10.47,0.53
2079,9.03,9.91,10.91,0.58
2080,8.77,9.08,9.40,0.19
2081,8.80,9.05,9.78,0.25
2082,8.81,9.02,9.59,0.20
2083,8.67,8.96,9.68,0.25
2084,9.63,10.06,10.40,0.18
2085,8.75,9.31,10.39,0.55
2086,8.74,9.04,9.62,0.23
2087,8.76,9.05,9.66,0.24
2088,8.81,9.07,9.56,0.18
2089,8.77,8.96,9.43,0.16
2090,8.55,9.06,9.52,0.23
2091,8.58,8.99,10.19,0.40
2092,8.90,9.18,9.41,0.15
2093,8.93,9.29,9.90,0.29
2094,8.84,9.10,10.33,0.41
2095,8.78,9.03,9.52,0.20
2096,8.86,9.06,9.35,0.14
2097,8.81,9.06,9.32,0.14
2098,7.55,9.63,11.75,1.08
2099,8.72,9.15,9.96,0.33
2100,8.68,9.04,9.47,0.19
2101,8.87,9.06,9.64,0.20
2102,8.76,9.04,9.51,0.23
2103,8.89,9.08,9.71,0.22
2104,8.53,9.07,10.03,0.30
2105,8.73,9.03,9.48,0.17
2106,8.67,10.79,22.92,4.11
2107,7.47,9.54,13.27,1.63
2108,7.92,11.63,24.65,4.48
2109,6.87,9.27,15.38,1.65
2110,7.52,9.93,16.22,1.78
2111,7.04,9.48,12.50,1.40
2112,7.98,9.46,10.20,0.49
2113,8.93,9.52,10.53,0.46
2114,8.85,9.23,10.17,0.34
2115,7.64,8.92,9.62,0.38
2116,7.79,9.75,11.20,0.94
2117,8.97,9.56,10.45,0.47
2118,9.25,9.72,10.49,0.35
2119,9.60,9.90,10.47,0.24
2120,9.51,9.87,10.41,0.24
2121,9.10,9.63,10.46,0.40
2122,9.32,9.66,10.13,0.21
2123,9.33,9.68,10.32,0.30
2124,8.97,9.42,10.16,0.33
2125,8.98,9.22,9.60,0.18
2126,8.86,9.18,9.90,0.27
2127,8.96,9.29,10.26,0.35
2128,8.96,9.35,10.92,0.50
2129,9.09,9.34,9.74,0.15
2130,9.14,9.39,9.69,0.18
2131,9.01,9.30,9.72,0.19
2132,8.93,9.25,9.85,0.25
2133,9.00,9.40,10.53,0.38
2134,8.68,9.17,9.74,0.27
2135,9.02,9.29,9.63,0.19
2136,8.82,9.19,9.78,0.29
2137,8.98,9.21,9.88,0.21
2138,8.94,9.30,10.29,0.35
2139,9.03,9.19,9.64,0.16
2140,9.02,9.31,9.72,0.22
2141,9.05,9.22,9.88,0.22
2142,9.11,9.41,10.07,0.25
2143,9.01,9.24,10.14,0.30
2144,9.00,9.29,9.68,0.20
2145,9.07,9.33,9.93,0.20
2146,8.98,9.31,10.16,0.28
2147,9.05,9.27,9.89,0.22
2148,9.02,9.22,9.63,0.16
2149,8.97,9.38,10.57,0.34
2150,9.03,9.22,9.74,0.18
2151,9.04,9.33,9.72,0.18
2152,9.05,9.26,9.71,0.19
2153,9.05,9.31,9.83,0.19
2154,9.10,9.34,9.86,0.22
2155,9.05,9.33,9.88,0.20
2156,9.09,9.29,10.10,0.25
2157,9.10,9.35,9.79,0.19
2158,8.99,9.27,9.78,0.22
2159,8.69,9.05,9.22,0.12
2160,8.90,9.19,9.42,0.16
2161,9.11,9.29,9.95,0.23
2162,9.07,9.34,10.06,0.26
2163,8.82,9.33,10.12,0.29
2164,9.10,9.35,9.96,0.23
2165,9.18,9.41,10.04,0.23
2166,9.08,9.36,10.13,0.30
2167,9.20,9.42,10.09,0.23
2168,9.05,9.35,9.95,0.26
2169,9.15,9.35,10.08,0.23
2170,9.09,9.38,10.02,0.24
2171,9.09,9.35,10.09,0.28
2172,8.96,9.33,9.85,0.22
2173,9.52,9.69,10.12,0.15
2174,9.24,9.68,10.19,0.24
2175,10.18,10.87,12.75,0.65
2176,9.46,9.84,10.70,0.38
2177,9.48,9.72,10.11,0.18
2178,9.44,9.82,10.50,0.28
2179,9.12,9.64,10.26,0.30
2180,9.22,9.52,10.05,0.19
2181,9.34,9.52,9.83,0.14
2182,9.33,9.57,10.26,0.25
2183,9.24,9.52,10.18,0.24
2184,9.27,9.52,9.97,0.19
2185,9.25,9.49,9.82,0.18
2186,9.29,9.55,9.96,0.19
2187,9.32,9.52,9.89,0.15
2188,9.39,9.54,10.02,0.14
2189,9.24,9.56,10.05,0.19
2190,9.33,9.66,9.93,0.17
2191,9.25,9.54,10.18,0.24
2192,9.31,9.57,10.11,0.22
2193,9.19,9.50,9.97,0.20
2194,9.20,9.49,10.11,0.22
2195,9.16,9.43,9.71,0.16
2196,9.23,9.51,10.11,0.21
2197,9.05,9.48,10.11,0.24
2198,9.31,9.58,10.05,0.24
2199,9.26,9.48,9.83,0.16
2200,9.17,9.48,9.94,0.23
2201,9.31,9.50,10.02,0.20
2202,9.29,9.59,10.08,0.20
2203,9.34,9.60,10.55,0.30
2204,9.39,9.58,10.01,0.17
2205,9.34,9.54,9.88,0.15
2206,9.31,9.53,9.76,0.13
2207,9.05,9.54,10.28,0.27
2208,9.22,9.56,10.22,0.22
2209,9.31,9.53,10.00,0.20
2210,9.27,9.53,9.92,0.19
2211,9.32,9.57,10.31,0.24
2212,9.12,9.52,10.05,0.22
2213,9.32,9.56,9.97,0.18
2214,9.33,9.65,11.02,0.45
2215,9.37,9.60,10.05,0.17
2216,9.29,9.58,10.11,0.23
2217,9.30,9.58,9.99,0.18
2218,9.41,9.61,10.27,0.21
2219,9.25,9.59,10.18,0.21
2220,9.28,9.55,10.02,0.18
2221,9.25,9.56,10.30,0.25
2222,9.19,9.44,10.27,0.24
2223,9.35,9.60,10.29,0.24
2224,9.20,9.63,10.14,0.21
2225,9.37,9.62,10.11,0.20
2226,9.02,9.54,9.92,0.23
2227,9.40,9.64,10.16,0.21
2228,9.29,9.75,10.08,0.25
2229,9.43,9.89,10.81,0.34
2230,9.77,10.30,11.10,0.39
2231,9.70,10.55,11.68,0.63
2232,9.76,10.10,10.68,0.30
2233,9.73,10.00,10.58,0.23
2234,9.75,10.07,10.95,0.38
2235,9.23,9.74,10.77,0.39
2236,9.06,9.71,10.26,0.28
2237,9.49,9.68,9.99,0.14
2238,9.48,9.71,10.06,0.15
2239,9.50,9.64,10.20,0.17
2240,9.42,9.74,10.09,0.20
2241,9.43,9.65,10.28,0.22
2242,9.46,9.65,10.08,0.15
2243,9.52,9.69,10.17,0.14
2244,9.27,9.69,10.58,0.31
2245,9.52,9.73,10.46,0.23
2246,9.48,9.71,10.18,0.19
2247,9.43,9.70,10.15,0.20
2248,9.43,9.69,10.23,0.20
2249,9.53,9.72,10.36,0.23
2250,9.56,9.72,10.11,0.15
2251,9.62,9.78,10.02,0.12
2252,9.46,9.71,10.01,0.14
2253,9.51,9.75,10.25,0.20
2254,9.45,9.74,10.29,0.24
2255,9.50,9.70,10.18,0.17
2256,9.61,9.84,10.28,0.23
2257,9.52,9.79,10.66,0.27
2258,9.54,9.81,10.21,0.19
