clients,duration,failed_transactions,initial_connection_time,jobs,latency_avg,num_clients,num_threads,run_number,scaling_factor,test_type,threshold,tps,transaction_type,transactions_processed,version
8,3,0,2.729,8,0.125,8,8,0,1,listen_notify_unique,,64130.107786,listen_notify_unique.sql,192921,master
1000,3,0,232.53,8,1.978,1000,8,9,1,listen_unique,1,505452.690059,listen_unique.sql,1454244,optimize_listen_notify_v4
8,3,0,2.572,8,0.057,8,8,2,1,listen_unlisten_common,16,141330.224375,listen_unlisten_common.sql,424648,optimize_listen_notify_v4
1000,3,0,477.433,2,14.631,1000,2,4,1,listen_unlisten_unique,1,68349.464559,listen_unlisten_unique.sql,186319,optimize_listen_notify_v4
1000,3,0,871.843,1,7.635,1000,1,4,1,listen_unlisten_unique,16,130979.005303,listen_unlisten_unique.sql,296811,optimize_listen_notify_v4
16,3,0,4.177,16,0.055,16,16,2,1,listen_unique,,292912.519551,listen_unique.sql,880732,master
1000,3,0,263.729,4,17.184,1000,4,3,1,listen_unlisten_unique,16,58194.341585,listen_unlisten_unique.sql,172322,optimize_listen_notify_v4
1000,3,0,248.028,16,2.204,1000,16,7,1,listen_common,1,453720.542791,listen_common.sql,1308055,optimize_listen_notify_v4
1000,3,0,246.678,32,1.827,1000,32,5,1,listen_common,8,547323.696688,listen_common.sql,1593736,optimize_listen_notify_v4
2,3,0,1.67,2,0.022,2,2,2,1,listen_notify_common,8,90819.568866,listen_notify_common.sql,273360,optimize_listen_notify_v4
1,3,0,0.95,1,0.016,1,1,2,1,listen_notify_unique,8,62880.380455,listen_notify_unique.sql,189341,optimize_listen_notify_v4
1000,3,0,264.589,4,2.214,1000,4,1,1,listen_common,,451721.712785,listen_common.sql,1301291,master
4,3,0,1.787,4,0.042,4,4,1,1,listen_notify_common,1,94282.153495,listen_notify_common.sql,284221,optimize_listen_notify_v4
2,3,0,1.361,2,0.022,2,2,4,1,listen_notify_common,,92606.216328,listen_notify_common.sql,278820,master
4,3,0,1.97,4,0.033,4,4,1,1,listen_unlisten_unique,16,119456.563668,listen_unlisten_unique.sql,359225,optimize_listen_notify_v4
16,3,0,3.942,16,0.055,16,16,2,1,listen_unique,8,292316.221665,listen_unique.sql,878412,optimize_listen_notify_v4
1000,3,0,221.788,8,9971.429,1000,8,7,1,listen_notify_common,,100.286533,listen_notify_common.sql,1624,master
1000,3,0,263.379,4,9376.821,1000,4,3,1,listen_notify_common,1,106.645957,listen_notify_common.sql,1833,optimize_listen_notify_v4
1000,3,0,265.449,4,2.151,1000,4,9,1,listen_common,16,464821.282332,listen_common.sql,1310565,optimize_listen_notify_v4
16,3,0,4.012,16,0.056,16,16,3,1,listen_common,,285731.564327,listen_common.sql,857547,master
4,3,0,1.651,4,0.017,4,4,4,1,listen_common,8,242260.604188,listen_common.sql,728568,optimize_listen_notify_v4
16,3,0,3.945,16,0.112,16,16,7,1,listen_unlisten_common,16,143020.040281,listen_unlisten_common.sql,429832,optimize_listen_notify_v4
1,3,0,0.963,1,0.009,1,1,7,1,listen_unique,1,107175.040625,listen_unique.sql,321595,optimize_listen_notify_v4
2,3,0,1.241,2,0.011,2,2,7,1,listen_common,1,178328.372815,listen_common.sql,536487,optimize_listen_notify_v4
32,3,0,6.868,32,0.383,32,32,6,1,listen_notify_unique,16,83576.343403,listen_notify_unique.sql,250604,optimize_listen_notify_v4
1000,3,0,217.573,16,8839.347,1000,16,2,1,listen_notify_common,8,113.130534,listen_notify_common.sql,1890,optimize_listen_notify_v4
1000,3,0,245.093,32,8769.551,1000,32,0,1,listen_notify_common,1,114.030927,listen_notify_common.sql,1852,optimize_listen_notify_v4
1000,3,0,257.015,4,2.252,1000,4,0,1,listen_unique,,444078.604795,listen_unique.sql,1287772,master
1000,3,0,252.32,4,2.203,1000,4,6,1,listen_common,8,453900.568481,listen_common.sql,1303779,optimize_listen_notify_v4
2,3,0,1.299,2,0.022,2,2,5,1,listen_notify_unique,,90967.007162,listen_notify_unique.sql,273724,master
16,3,0,3.985,16,0.116,16,16,8,1,listen_unlisten_common,8,137814.823167,listen_unlisten_common.sql,413715,optimize_listen_notify_v4
1000,3,0,228.36,32,18.229,1000,32,0,1,listen_unlisten_unique,16,54856.956863,listen_unlisten_unique.sql,164155,optimize_listen_notify_v4
32,3,0,6.765,32,0.228,32,32,6,1,listen_unlisten_common,1,140474.759665,listen_unlisten_common.sql,421466,optimize_listen_notify_v4
32,3,0,6.888,32,0.384,32,32,9,1,listen_notify_unique,8,83387.292184,listen_notify_unique.sql,250739,optimize_listen_notify_v4
16,3,0,4.364,16,0.19,16,16,7,1,listen_notify_unique,1,84270.490089,listen_notify_unique.sql,252979,optimize_listen_notify_v4
1000,3,0,249.934,8,9800.163,1000,8,6,1,listen_notify_unique,,102.039123,listen_notify_unique.sql,1783,master
1000,3,0,241.283,16,1.977,1000,16,0,1,listen_common,,505880.006882,listen_common.sql,1478966,master
1000,3,0,875.802,1,7.334,1000,1,0,1,listen_unlisten_common,,136343.708508,listen_unlisten_common.sql,305085,master
1000,3,0,462.53,2,2.613,1000,2,6,1,listen_common,,382768.872738,listen_common.sql,997382,master
8,3,0,2.707,8,0.026,8,8,7,1,listen_unique,8,304144.976034,listen_unique.sql,914348,optimize_listen_notify_v4
1000,3,0,850.355,1,3.327,1000,1,1,1,listen_common,8,300615.145803,listen_common.sql,677812,optimize_listen_notify_v4
8,3,0,2.686,8,0.13,8,8,1,1,listen_notify_common,,61503.682042,listen_notify_common.sql,185436,master
1000,3,0,223.329,8,18.728,1000,8,3,1,listen_unlisten_common,1,53397.260374,listen_unlisten_common.sql,160163,optimize_listen_notify_v4
1000,3,0,230.426,8,340.128,1000,8,3,1,listen_notify_unique,16,2940.066516,listen_notify_unique.sql,8819,optimize_listen_notify_v4
8,3,0,2.733,8,0.027,8,8,8,1,listen_unique,16,297576.754721,listen_unique.sql,894924,optimize_listen_notify_v4
1000,3,0,255.058,4,9294.862,1000,4,1,1,listen_notify_common,16,107.586319,listen_notify_common.sql,1842,optimize_listen_notify_v4
2,3,0,1.161,2,0.023,2,2,0,1,listen_unlisten_unique,8,87142.581658,listen_unlisten_unique.sql,262097,optimize_listen_notify_v4
1000,3,0,251.801,32,1.928,1000,32,3,1,listen_common,,518697.872528,listen_common.sql,1527101,master
1000,3,0,463.924,2,15.062,1000,2,8,1,listen_unlisten_common,,66392.09691,listen_unlisten_common.sql,183352,master
1,3,0,0.993,1,0.019,1,1,0,1,listen_unlisten_common,8,51749.595473,listen_unlisten_common.sql,155718,optimize_listen_notify_v4
4,3,0,1.852,4,0.033,4,4,3,1,listen_unlisten_unique,1,119926.126069,listen_unlisten_unique.sql,359743,optimize_listen_notify_v4
1000,3,0,249.124,32,1.835,1000,32,8,1,listen_common,1,545040.281947,listen_common.sql,1557173,optimize_listen_notify_v4
4,3,0,1.892,4,0.043,4,4,3,1,listen_notify_common,16,93301.704587,listen_notify_common.sql,281106,optimize_listen_notify_v4
4,3,0,1.59,4,0.035,4,4,6,1,listen_notify_unique,,113695.387549,listen_notify_unique.sql,342130,master
32,3,0,7.3,32,0.113,32,32,1,1,listen_unique,8,282623.86346,listen_unique.sql,849023,optimize_listen_notify_v4
1000,3,0,261.057,4,16.577,1000,4,1,1,listen_unlisten_unique,1,60322.789106,listen_unlisten_unique.sql,178104,optimize_listen_notify_v4
1000,3,0,246.463,16,1.89,1000,16,5,1,listen_common,16,529230.455957,listen_common.sql,1502227,optimize_listen_notify_v4
1000,3,0,233.896,8,2.403,1000,8,4,1,listen_unique,8,416113.39944,listen_unique.sql,1218844,optimize_listen_notify_v4
1000,3,0,477.998,2,13.329,1000,2,6,1,listen_unlisten_unique,16,75026.083692,listen_unlisten_unique.sql,206235,optimize_listen_notify_v4
1000,3,0,879.816,1,7.416,1000,1,6,1,listen_unlisten_unique,1,134846.331084,listen_unlisten_unique.sql,298534,optimize_listen_notify_v4
8,3,0,2.569,8,2.245,8,8,0,1,listen_unlisten_common,1,3564.168704,listen_unlisten_common.sql,10692,optimize_listen_notify_v4
1000,3,0,872.145,1,7958.246,1000,1,9,1,listen_notify_common,8,125.655832,listen_notify_common.sql,1969,optimize_listen_notify_v4
1000,3,0,474.144,2,14.811,1000,2,9,1,listen_unlisten_unique,8,67519.432465,listen_unlisten_unique.sql,185707,optimize_listen_notify_v4
8,3,0,2.43,8,0.085,8,8,0,1,listen_notify_unique,16,93802.316092,listen_notify_unique.sql,282060,optimize_listen_notify_v4
1000,3,0,856.644,1,2959.369,1000,1,6,1,listen_notify_common,16,337.909888,listen_notify_common.sql,1914,optimize_listen_notify_v4
1000,3,0,462.847,2,9559.404,1000,2,6,1,listen_notify_common,1,104.609034,listen_notify_common.sql,1810,optimize_listen_notify_v4
1000,3,0,231.998,8,2.049,1000,8,6,1,listen_unique,16,488143.798683,listen_unique.sql,1414856,optimize_listen_notify_v4
1000,3,0,466.297,2,14.789,1000,2,4,1,listen_unlisten_unique,8,67617.178268,listen_unlisten_unique.sql,186817,optimize_listen_notify_v4
1000,3,0,257.58,4,16.708,1000,4,3,1,listen_unlisten_unique,,59850.600358,listen_unlisten_unique.sql,177421,master
1000,3,0,242.798,8,2.022,1000,8,9,1,listen_unique,8,494474.061937,listen_unique.sql,1431718,optimize_listen_notify_v4
8,3,0,2.562,8,0.086,8,8,2,1,listen_notify_unique,8,93150.218825,listen_notify_unique.sql,280334,optimize_listen_notify_v4
1000,3,0,883.106,1,9112.48,1000,1,4,1,listen_notify_common,8,109.739612,listen_notify_common.sql,1909,optimize_listen_notify_v4
16,3,0,3.848,16,0.114,16,16,0,1,listen_unlisten_common,,140951.262564,listen_unlisten_common.sql,422743,master
1000,3,0,258.441,4,9030.28,1000,4,3,1,listen_notify_common,8,110.738538,listen_notify_common.sql,1936,optimize_listen_notify_v4
2,3,0,1.385,2,0.023,2,2,2,1,listen_unlisten_unique,16,86421.52748,listen_unlisten_unique.sql,259759,optimize_listen_notify_v4
16,3,0,3.89,16,0.055,16,16,2,1,listen_unique,1,289022.937072,listen_unique.sql,869057,optimize_listen_notify_v4
1,3,0,0.931,1,0.02,1,1,2,1,listen_unlisten_common,16,51048.539788,listen_unlisten_common.sql,153466,optimize_listen_notify_v4
1000,3,0,239.595,16,1.813,1000,16,8,1,listen_common,16,551647.279194,listen_common.sql,1618879,optimize_listen_notify_v4
4,3,0,1.661,4,0.043,4,4,1,1,listen_notify_common,8,93512.847431,listen_notify_common.sql,281923,optimize_listen_notify_v4
1,3,0,0.917,1,0.016,1,1,2,1,listen_notify_unique,1,62394.84277,listen_notify_unique.sql,187498,optimize_listen_notify_v4
1000,3,0,465.951,2,14.908,1000,2,5,1,listen_unlisten_common,,67077.479821,listen_unlisten_common.sql,184615,master
1000,3,0,860.158,1,3.264,1000,1,3,1,listen_common,,306364.795617,listen_common.sql,673668,master
2,3,0,1.39,2,0.022,2,2,2,1,listen_notify_common,1,92588.260859,listen_notify_common.sql,278659,optimize_listen_notify_v4
32,3,0,6.558,32,0.119,32,32,3,1,listen_unique,16,269813.887968,listen_unique.sql,808476,optimize_listen_notify_v4
32,3,0,6.512,32,1.297,32,32,1,1,listen_notify_common,,24665.174539,listen_notify_common.sql,74419,master
1000,3,0,231.599,32,1.916,1000,32,5,1,listen_common,1,521854.893403,listen_common.sql,1485079,optimize_listen_notify_v4
1000,3,0,248.339,16,1.805,1000,16,7,1,listen_common,8,553977.48513,listen_common.sql,1548587,optimize_listen_notify_v4
1000,3,0,240.758,16,19.422,1000,16,3,1,listen_unlisten_common,,51488.400574,listen_unlisten_common.sql,153372,master
8,3,0,2.704,8,0.027,8,8,5,1,listen_unique,16,301475.130728,listen_unique.sql,903773,optimize_listen_notify_v4
1000,3,0,454.775,2,2.571,1000,2,3,1,listen_common,1,388930.072884,listen_common.sql,1019397,optimize_listen_notify_v4
1000,3,0,894.731,1,3.246,1000,1,3,1,listen_common,16,308074.590242,listen_common.sql,655120,optimize_listen_notify_v4
1,3,0,1.0,1,0.016,1,1,2,1,listen_notify_unique,,62567.414624,listen_notify_unique.sql,188346,master
1000,3,0,232.648,8,352.07,1000,8,1,1,listen_notify_unique,8,2840.343874,listen_notify_unique.sql,8580,optimize_listen_notify_v4
1000,3,0,225.151,32,18.54,1000,32,0,1,listen_unlisten_common,,53937.66793,listen_unlisten_common.sql,161439,master
2,3,0,1.378,2,0.022,2,2,8,1,listen_notify_unique,,89811.835086,listen_notify_unique.sql,269901,master
4,3,0,2.048,4,0.017,4,4,6,1,listen_common,16,242284.507247,listen_common.sql,728809,optimize_listen_notify_v4
16,3,0,4.425,16,0.111,16,16,5,1,listen_unlisten_common,8,143863.750087,listen_unlisten_common.sql,432413,optimize_listen_notify_v4
32,3,0,6.563,32,0.389,32,32,4,1,listen_notify_unique,8,82337.169031,listen_notify_unique.sql,246895,optimize_listen_notify_v4
1000,3,0,232.171,16,8904.28,1000,16,0,1,listen_notify_common,16,112.305547,listen_notify_common.sql,1834,optimize_listen_notify_v4
1000,3,0,259.449,4,2.266,1000,4,4,1,listen_common,16,441268.328797,listen_common.sql,1279082,optimize_listen_notify_v4
4,3,0,1.895,4,0.017,4,4,9,1,listen_common,8,242400.540785,listen_common.sql,728298,optimize_listen_notify_v4
1000,3,0,229.768,32,19.06,1000,32,2,1,listen_unlisten_unique,8,52465.579916,listen_unlisten_unique.sql,156699,optimize_listen_notify_v4
1000,3,0,231.667,16,18.701,1000,16,0,1,listen_unlisten_unique,1,53474.298019,listen_unlisten_unique.sql,159932,optimize_listen_notify_v4
1000,3,0,257.055,4,16.919,1000,4,1,1,listen_unlisten_unique,8,59103.432186,listen_unlisten_unique.sql,175310,optimize_listen_notify_v4
2,3,0,1.285,2,0.022,2,2,9,1,listen_notify_common,,92188.246528,listen_notify_common.sql,277658,master
1000,3,0,205.401,32,1.855,1000,32,7,1,listen_common,16,539012.572205,listen_common.sql,1586314,optimize_listen_notify_v4
32,3,0,6.999,32,0.118,32,32,1,1,listen_unique,1,272331.807396,listen_unique.sql,818100,optimize_listen_notify_v4
2,3,0,1.321,2,0.022,2,2,0,1,listen_notify_common,16,90666.79243,listen_notify_common.sql,272992,optimize_listen_notify_v4
1,3,0,1.115,1,0.016,1,1,0,1,listen_notify_unique,16,60922.373576,listen_notify_unique.sql,183310,optimize_listen_notify_v4
4,3,0,1.624,4,0.033,4,4,3,1,listen_unlisten_unique,8,120438.424976,listen_unlisten_unique.sql,361943,optimize_listen_notify_v4
1000,3,0,229.965,32,1.881,1000,32,8,1,listen_common,8,531493.472197,listen_common.sql,1554755,optimize_listen_notify_v4
16,3,0,3.411,16,0.058,16,16,0,1,listen_unique,16,274974.101031,listen_unique.sql,825486,optimize_listen_notify_v4
1,3,0,0.929,1,0.019,1,1,0,1,listen_unlisten_common,1,51709.514472,listen_unlisten_common.sql,155404,optimize_listen_notify_v4
2,3,0,1.356,2,0.023,2,2,0,1,listen_unlisten_unique,1,87396.76434,listen_unlisten_unique.sql,262650,optimize_listen_notify_v4
1000,3,0,457.54,2,9429.044,1000,2,6,1,listen_notify_common,8,106.055289,listen_notify_common.sql,1790,optimize_listen_notify_v4
1000,3,0,466.413,2,14.875,1000,2,9,1,listen_unlisten_unique,1,67228.198732,listen_unlisten_unique.sql,187454,optimize_listen_notify_v4
1000,3,0,876.75,1,7.577,1000,1,9,1,listen_unlisten_unique,16,131970.735813,listen_unlisten_unique.sql,299151,optimize_listen_notify_v4
1,3,0,1.013,1,0.016,1,1,3,1,listen_notify_common,,63909.859605,listen_notify_common.sql,191828,master
1000,3,0,838.966,1,9383.077,1000,1,9,1,listen_notify_common,1,106.574845,listen_notify_common.sql,1827,optimize_listen_notify_v4
8,3,0,2.577,8,0.057,8,8,0,1,listen_unlisten_common,8,140928.812309,listen_unlisten_common.sql,422620,optimize_listen_notify_v4
1000,3,0,466.51,2,3328.776,1000,2,9,1,listen_notify_common,16,300.410733,listen_notify_common.sql,2512,optimize_listen_notify_v4
1000,3,0,872.515,1,7.678,1000,1,6,1,listen_unlisten_unique,8,130235.485389,listen_unlisten_unique.sql,299433,optimize_listen_notify_v4
1000,3,0,218.746,32,19.155,1000,32,1,1,listen_unlisten_unique,,52204.617704,listen_unlisten_unique.sql,156287,master
1000,3,0,227.94,8,2.07,1000,8,4,1,listen_unique,1,483100.576762,listen_unique.sql,1423766,optimize_listen_notify_v4
16,3,0,4.324,16,0.19,16,16,7,1,listen_notify_unique,8,84371.387528,listen_notify_unique.sql,253846,optimize_listen_notify_v4
32,3,0,7.311,32,0.385,32,32,9,1,listen_notify_unique,1,83171.15808,listen_notify_unique.sql,249543,optimize_listen_notify_v4
2,3,0,1.216,2,0.012,2,2,8,1,listen_common,16,170332.108178,listen_common.sql,512507,optimize_listen_notify_v4
32,3,0,7.481,32,0.225,32,32,6,1,listen_unlisten_common,8,142211.972262,listen_unlisten_common.sql,426838,optimize_listen_notify_v4
1000,3,0,265.812,4,2.13,1000,4,6,1,listen_common,1,469530.992003,listen_common.sql,1308057,optimize_listen_notify_v4
1000,3,0,233.779,16,19.106,1000,16,2,1,listen_unlisten_unique,16,52340.470147,listen_unlisten_unique.sql,156253,optimize_listen_notify_v4
16,3,0,12.335,16,0.114,16,16,8,1,listen_unlisten_common,1,140040.643148,listen_unlisten_common.sql,419607,optimize_listen_notify_v4
1,3,0,1.054,1,0.009,1,1,8,1,listen_unique,16,106624.2615,listen_unique.sql,320739,optimize_listen_notify_v4
16,3,0,4.34,16,0.19,16,16,8,1,listen_notify_unique,16,84149.424286,listen_notify_unique.sql,253056,optimize_listen_notify_v4
1000,3,0,224.035,32,8995.646,1000,32,0,1,listen_notify_common,8,111.164892,listen_notify_common.sql,1858,optimize_listen_notify_v4
1000,3,0,244.899,16,8964.414,1000,16,2,1,listen_notify_common,1,111.552189,listen_notify_common.sql,1882,optimize_listen_notify_v4
2,3,0,1.158,2,0.012,2,2,7,1,listen_common,8,172234.491963,listen_common.sql,516730,optimize_listen_notify_v4
1000,3,0,463.823,2,13.539,1000,2,4,1,listen_unlisten_unique,,73859.464146,listen_unlisten_unique.sql,203078,master
1000,3,0,857.5,1,3.274,1000,1,2,1,listen_unique,,305437.915417,listen_unique.sql,664672,master
32,3,0,7.395,32,1.253,32,32,0,1,listen_notify_unique,,25547.420961,listen_notify_unique.sql,76756,master
32,3,0,6.661,32,0.226,32,32,9,1,listen_unlisten_common,16,141520.866911,listen_unlisten_common.sql,424717,optimize_listen_notify_v4
1,3,0,1.022,1,0.009,1,1,7,1,listen_unique,8,105596.498581,listen_unique.sql,317216,optimize_listen_notify_v4
1000,3,0,234.553,16,19.24,1000,16,2,1,listen_unlisten_unique,,51975.209517,listen_unlisten_unique.sql,154325,master
4,3,0,1.636,4,0.016,4,4,4,1,listen_common,1,244644.251476,listen_common.sql,735349,optimize_listen_notify_v4
1000,3,0,262.491,4,17.518,1000,4,2,1,listen_unlisten_common,,57085.091843,listen_unlisten_common.sql,168817,master
1000,3,0,220.073,8,18.509,1000,8,3,1,listen_unlisten_common,8,54027.39061,listen_unlisten_common.sql,162047,optimize_listen_notify_v4
1000,3,0,456.645,2,2.586,1000,2,1,1,listen_common,16,386685.009772,listen_common.sql,1014402,optimize_listen_notify_v4
1000,3,0,898.838,1,3.26,1000,1,1,1,listen_common,1,306718.220821,listen_common.sql,655866,optimize_listen_notify_v4
8,3,0,2.621,8,0.027,8,8,7,1,listen_unique,1,298725.549818,listen_unique.sql,898415,optimize_listen_notify_v4
16,3,0,3.865,16,0.113,16,16,1,1,listen_unlisten_unique,,141643.199857,listen_unlisten_unique.sql,425933,master
8,3,0,2.302,8,0.026,8,8,6,1,listen_unique,1,301945.952817,listen_unique.sql,907427,optimize_listen_notify_v4
16,3,0,4.146,16,0.115,16,16,0,1,listen_unlisten_unique,,139416.275223,listen_unlisten_unique.sql,419110,master
1000,3,0,241.495,8,18.731,1000,8,2,1,listen_unlisten_common,8,53387.107272,listen_unlisten_common.sql,159127,optimize_listen_notify_v4
1000,3,0,256.312,4,16.838,1000,4,3,1,listen_unlisten_common,,59387.74718,listen_unlisten_common.sql,175946,master
1000,3,0,884.138,1,3.26,1000,1,0,1,listen_common,1,306736.342692,listen_common.sql,655183,optimize_listen_notify_v4
1000,3,0,467.815,2,2.599,1000,2,0,1,listen_common,16,384734.097921,listen_common.sql,987966,optimize_listen_notify_v4
32,3,0,7.236,32,0.227,32,32,8,1,listen_unlisten_common,16,141132.135824,listen_unlisten_common.sql,423570,optimize_listen_notify_v4
32,3,0,7.671,32,1.241,32,32,1,1,listen_notify_unique,,25782.962069,listen_notify_unique.sql,77486,master
1000,3,0,465.352,2,14.398,1000,2,5,1,listen_unlisten_unique,,69455.654055,listen_unlisten_unique.sql,191304,master
1000,3,0,876.203,1,3.31,1000,1,3,1,listen_unique,,302103.456275,listen_unique.sql,651184,master
4,3,0,1.528,4,0.017,4,4,5,1,listen_common,1,241228.757049,listen_common.sql,725502,optimize_listen_notify_v4
1000,3,0,235.48,16,19.518,1000,16,3,1,listen_unlisten_unique,,51234.957855,listen_unlisten_unique.sql,152312,master
1,3,0,0.951,1,0.01,1,1,6,1,listen_unique,8,105126.124861,listen_unique.sql,315908,optimize_listen_notify_v4
1000,3,0,234.541,16,9332.269,1000,16,3,1,listen_notify_common,1,107.155074,listen_notify_common.sql,1820,optimize_listen_notify_v4
1000,3,0,235.355,32,9100.789,1000,32,1,1,listen_notify_common,8,109.880578,listen_notify_common.sql,1857,optimize_listen_notify_v4
16,3,0,4.081,16,0.189,16,16,9,1,listen_notify_unique,16,84827.271121,listen_notify_unique.sql,254923,optimize_listen_notify_v4
2,3,0,1.153,2,0.011,2,2,6,1,listen_common,8,179423.573162,listen_common.sql,539360,optimize_listen_notify_v4
32,3,0,6.985,32,0.223,32,32,7,1,listen_unlisten_common,8,143241.89945,listen_unlisten_common.sql,429838,optimize_listen_notify_v4
1,3,0,0.945,1,0.01,1,1,9,1,listen_unique,16,103579.349693,listen_unique.sql,311544,optimize_listen_notify_v4
16,3,0,4.172,16,0.112,16,16,9,1,listen_unlisten_common,1,142292.538759,listen_unlisten_common.sql,427825,optimize_listen_notify_v4
1000,3,0,240.851,16,19.123,1000,16,3,1,listen_unlisten_unique,16,52292.899011,listen_unlisten_unique.sql,155873,optimize_listen_notify_v4
1000,3,0,259.312,4,2.165,1000,4,7,1,listen_common,1,461857.478404,listen_common.sql,1281261,optimize_listen_notify_v4
16,3,0,3.888,16,0.188,16,16,6,1,listen_notify_unique,8,85052.084441,listen_notify_unique.sql,255853,optimize_listen_notify_v4
2,3,0,1.249,2,0.011,2,2,9,1,listen_common,16,178232.616962,listen_common.sql,535540,optimize_listen_notify_v4
32,3,0,7.456,32,0.387,32,32,8,1,listen_notify_unique,1,82718.067125,listen_notify_unique.sql,247946,optimize_listen_notify_v4
1000,3,0,218.117,32,18.994,1000,32,0,1,listen_unlisten_unique,,52649.348949,listen_unlisten_unique.sql,158433,master
1000,3,0,866.822,1,7.234,1000,1,7,1,listen_unlisten_unique,8,138229.181265,listen_unlisten_unique.sql,302813,optimize_listen_notify_v4
1000,3,0,252.983,8,2.012,1000,8,5,1,listen_unique,1,497062.084828,listen_unique.sql,1447917,optimize_listen_notify_v4
1000,3,0,465.901,2,9382.82,1000,2,8,1,listen_notify_common,16,106.577765,listen_notify_common.sql,1868,optimize_listen_notify_v4
8,3,0,2.321,8,0.057,8,8,1,1,listen_unlisten_common,8,140519.546606,listen_unlisten_common.sql,421391,optimize_listen_notify_v4
1000,3,0,861.999,1,9194.832,1000,1,8,1,listen_notify_common,1,108.75675,listen_notify_common.sql,1823,optimize_listen_notify_v4
1000,3,0,869.591,1,7.436,1000,1,8,1,listen_unlisten_unique,16,134477.849338,listen_unlisten_unique.sql,306230,optimize_listen_notify_v4
1000,3,0,464.23,2,14.402,1000,2,8,1,listen_unlisten_unique,1,69434.203001,listen_unlisten_unique.sql,191339,optimize_listen_notify_v4
1,3,0,0.965,1,0.016,1,1,2,1,listen_notify_common,,62938.027107,listen_notify_common.sql,189440,master
1000,3,0,468.707,2,8966.928,1000,2,7,1,listen_notify_common,8,111.520914,listen_notify_common.sql,1971,optimize_listen_notify_v4
2,3,0,1.138,2,0.024,2,2,1,1,listen_unlisten_unique,1,84858.82976,listen_unlisten_unique.sql,255087,optimize_listen_notify_v4
1,3,0,0.96,1,0.02,1,1,1,1,listen_unlisten_common,1,50552.605664,listen_unlisten_common.sql,151949,optimize_listen_notify_v4
16,3,0,4.142,16,0.055,16,16,1,1,listen_unique,16,291741.940477,listen_unique.sql,874626,optimize_listen_notify_v4
1000,3,0,231.604,32,1.909,1000,32,9,1,listen_common,8,523871.189545,listen_common.sql,1548174,optimize_listen_notify_v4
4,3,0,1.823,4,0.033,4,4,2,1,listen_unlisten_unique,8,119884.175806,listen_unlisten_unique.sql,359536,optimize_listen_notify_v4
1,3,0,1.043,1,0.016,1,1,1,1,listen_notify_unique,16,62608.748842,listen_notify_unique.sql,188332,optimize_listen_notify_v4
1000,3,0,229.262,32,1.8,1000,32,6,1,listen_common,16,555558.463536,listen_common.sql,1804325,optimize_listen_notify_v4
2,3,0,1.285,2,0.021,2,2,8,1,listen_notify_common,,93158.572403,listen_notify_common.sql,280583,master
1000,3,0,274.054,4,16.61,1000,4,0,1,listen_unlisten_unique,8,60205.864229,listen_unlisten_unique.sql,177625,optimize_listen_notify_v4
2,3,0,1.128,2,0.022,2,2,1,1,listen_notify_common,16,91497.912262,listen_notify_common.sql,275580,optimize_listen_notify_v4
32,3,0,8.447,32,0.113,32,32,0,1,listen_unique,1,282992.017262,listen_unique.sql,849323,optimize_listen_notify_v4
1000,3,0,241.055,16,18.652,1000,16,1,1,listen_unlisten_unique,1,53612.94563,listen_unlisten_unique.sql,159712,optimize_listen_notify_v4
1000,3,0,233.84,32,18.13,1000,32,3,1,listen_unlisten_unique,8,55157.818269,listen_unlisten_unique.sql,164612,optimize_listen_notify_v4
4,3,0,1.57,4,0.017,4,4,8,1,listen_common,8,241612.03541,listen_common.sql,726301,optimize_listen_notify_v4
1000,3,0,267.977,4,2.293,1000,4,5,1,listen_common,16,436157.101358,listen_common.sql,1257010,optimize_listen_notify_v4
32,3,0,7.064,32,0.386,32,32,5,1,listen_notify_unique,8,82851.745498,listen_notify_unique.sql,248940,optimize_listen_notify_v4
1000,3,0,230.057,16,8932.443,1000,16,1,1,listen_notify_common,16,111.951457,listen_notify_common.sql,1822,optimize_listen_notify_v4
16,3,0,3.944,16,0.112,16,16,4,1,listen_unlisten_common,8,143326.705582,listen_unlisten_common.sql,430991,optimize_listen_notify_v4
4,3,0,1.529,4,0.017,4,4,7,1,listen_common,16,241066.157896,listen_common.sql,725262,optimize_listen_notify_v4
2,3,0,1.499,2,0.022,2,2,9,1,listen_notify_unique,,90308.550864,listen_notify_unique.sql,271721,master
1000,3,0,249.431,32,18.764,1000,32,1,1,listen_unlisten_common,,53294.117489,listen_unlisten_common.sql,158495,master
1000,3,0,229.829,8,354.471,1000,8,0,1,listen_notify_unique,8,2821.108256,listen_notify_unique.sql,8561,optimize_listen_notify_v4
1000,3,0,864.511,1,3.205,1000,1,2,1,listen_common,16,312053.412655,listen_common.sql,675605,optimize_listen_notify_v4
1000,3,0,455.987,2,2.499,1000,2,2,1,listen_common,1,400229.028935,listen_common.sql,1036969,optimize_listen_notify_v4
1,3,0,0.925,1,0.016,1,1,3,1,listen_notify_unique,,63695.810285,listen_notify_unique.sql,191181,master
8,3,0,2.428,8,0.026,8,8,4,1,listen_unique,16,301966.002699,listen_unique.sql,907018,optimize_listen_notify_v4
32,3,0,7.433,32,1.269,32,32,0,1,listen_notify_common,,25226.136877,listen_notify_common.sql,76182,master
